TransactionID,CustomerID,IsAnomaly,AnomalyLabel
256,2045,1,Normal
257,7893,1,Normal
258,2693,1,Normal
259,4436,1,Normal
260,9754,1,Normal
261,6895,1,Normal
262,4354,1,Normal
263,1225,1,Normal
264,5893,1,Normal
265,8022,1,Normal
266,6600,1,Normal
267,8996,1,Normal
268,8683,1,Normal
269,5642,1,Normal
270,8679,1,Normal
271,9208,1,Normal
272,8339,1,Normal
273,3205,1,Normal
274,2069,1,Normal
275,4444,1,Normal
276,2060,1,Normal
277,3327,1,Normal
278,4420,1,Normal
279,1301,1,Normal
280,1606,1,Normal
281,4170,1,Normal
282,1699,1,Normal
283,6088,1,Normal
284,1190,1,Normal
285,1980,1,Normal
286,3975,1,Normal
287,7102,1,Normal
288,2184,1,Normal
289,4327,1,Normal
290,4394,1,Normal
291,9319,1,Normal
292,2816,1,Normal
293,6854,1,Normal
294,7709,1,Normal
295,1569,1,Normal
296,6442,1,Normal
297,2895,1,Normal
298,3733,1,Normal
299,4863,1,Normal
300,8455,1,Normal
301,5014,1,Normal
302,2686,1,Normal
303,4009,1,Normal
304,8806,1,Normal
305,1154,1,Normal
306,2409,1,Normal
307,1784,1,Normal
308,9096,1,Normal
309,8560,1,Normal
310,8343,1,Normal
311,8206,1,Normal
312,6596,1,Normal
313,6801,1,Normal
314,3806,1,Normal
315,1537,1,Normal
316,6986,1,Normal
317,2841,1,Normal
318,9716,1,Normal
319,7971,1,Normal
320,6625,1,Normal
321,3950,1,Normal
322,8992,1,Normal
323,5780,1,Normal
324,3368,1,Normal
325,7655,1,Normal
326,9173,1,Normal
327,5495,1,Normal
328,7002,-1,Potential Fraud
329,7614,1,Normal
330,6919,1,Normal
331,1853,1,Normal
332,5146,1,Normal
333,4769,1,Normal
334,1574,1,Normal
335,2148,1,Normal
336,7293,1,Normal
337,7457,1,Normal
338,8509,1,Normal
339,5777,1,Normal
340,4854,1,Normal
341,3491,1,Normal
342,4124,1,Normal
343,6691,1,Normal
344,4051,1,Normal
345,1004,1,Normal
346,6222,1,Normal
347,6315,1,Normal
348,5869,1,Normal
349,1876,1,Normal
350,8027,1,Normal
351,5142,1,Normal
352,7966,1,Normal
353,8079,1,Normal
354,8987,1,Normal
355,7799,1,Normal
356,5465,1,Normal
357,1635,1,Normal
358,2693,1,Normal
359,5752,1,Normal
360,9311,1,Normal
361,1830,1,Normal
362,6177,1,Normal
363,9932,1,Normal
364,9308,1,Normal
365,6949,1,Normal
366,3838,1,Normal
367,2150,1,Normal
368,8560,1,Normal
369,2931,1,Normal
370,2664,1,Normal
371,2081,1,Normal
372,1512,1,Normal
373,8805,1,Normal
374,6237,1,Normal
375,1559,1,Normal
376,4672,1,Normal
377,8404,1,Normal
378,4343,1,Normal
379,5070,1,Normal
380,1580,1,Normal
381,8004,1,Normal
382,9130,1,Normal
383,4147,1,Normal
384,5249,1,Normal
385,2679,1,Normal
386,4506,1,Normal
387,8253,1,Normal
388,3744,1,Normal
389,6188,1,Normal
390,3141,1,Normal
391,7617,1,Normal
392,3479,1,Normal
393,7484,1,Normal
394,8421,1,Normal
395,5452,1,Normal
396,6881,1,Normal
397,7665,1,Normal
398,3849,1,Normal
399,8390,1,Normal
400,7905,1,Normal
401,3489,1,Normal
402,5611,1,Normal
403,3839,1,Normal
404,9527,1,Normal
405,6878,1,Normal
406,7303,1,Normal
407,1851,1,Normal
408,2687,1,Normal
409,7833,1,Normal
410,3427,1,Normal
411,5000,1,Normal
412,6052,1,Normal
413,3738,1,Normal
414,6732,1,Normal
415,6387,1,Normal
416,9002,1,Normal
417,6536,1,Normal
418,4913,1,Normal
419,2066,1,Normal
420,8723,1,Normal
421,5380,1,Normal
422,5107,1,Normal
423,6726,1,Normal
424,4373,1,Normal
425,9945,1,Normal
426,3082,1,Normal
427,9967,1,Normal
428,7748,1,Normal
429,1417,1,Normal
430,9306,1,Normal
431,9808,1,Normal
432,4974,1,Normal
433,4267,1,Normal
434,1825,1,Normal
435,8668,1,Normal
436,6745,1,Normal
437,1412,1,Normal
438,8543,1,Normal
439,8587,1,Normal
440,1728,1,Normal
441,8164,1,Normal
442,9867,1,Normal
443,6988,-1,Potential Fraud
444,3504,1,Normal
445,3967,1,Normal
446,3786,1,Normal
447,2122,1,Normal
448,5079,1,Normal
449,2571,1,Normal
450,6073,1,Normal
451,6104,1,Normal
452,3143,1,Normal
453,7806,1,Normal
454,8357,1,Normal
455,4440,1,Normal
456,4766,1,Normal
457,6644,1,Normal
458,3914,1,Normal
459,5968,1,Normal
460,6917,1,Normal
461,9787,1,Normal
462,1728,1,Normal
463,2365,-1,Potential Fraud
464,5492,1,Normal
465,1698,1,Normal
466,8186,-1,Potential Fraud
467,1395,1,Normal
468,8400,1,Normal
469,9082,1,Normal
470,5171,1,Normal
471,5360,-1,Potential Fraud
472,3502,1,Normal
473,1717,1,Normal
474,3782,1,Normal
475,5946,1,Normal
476,6486,1,Normal
477,9335,1,Normal
478,5980,1,Normal
479,8266,1,Normal
480,5491,1,Normal
481,8192,1,Normal
482,6588,1,Normal
483,8651,1,Normal
484,4636,1,Normal
485,2167,1,Normal
486,2062,1,Normal
487,3156,1,Normal
488,8860,1,Normal
489,6161,1,Normal
490,6305,1,Normal
491,7541,1,Normal
492,5729,1,Normal
493,8330,1,Normal
494,6334,1,Normal
495,9924,1,Normal
496,5330,1,Normal
497,9010,1,Normal
498,7801,1,Normal
499,5846,1,Normal
500,7731,1,Normal
501,8241,1,Normal
502,1953,1,Normal
503,3539,1,Normal
504,8056,1,Normal
505,2542,1,Normal
506,6293,1,Normal
507,2191,1,Normal
508,7313,1,Normal
509,7938,1,Normal
510,3681,1,Normal
511,2540,1,Normal
512,7172,1,Normal
513,6541,1,Normal
514,2365,1,Normal
515,9691,1,Normal
516,9702,1,Normal
517,8494,1,Normal
518,5312,1,Normal
519,2324,1,Normal
520,4141,1,Normal
521,8419,1,Normal
522,4486,1,Normal
523,2810,1,Normal
524,7588,1,Normal
525,3923,1,Normal
526,6301,1,Normal
527,5186,1,Normal
528,9905,1,Normal
529,6977,1,Normal
530,5268,1,Normal
531,5748,1,Normal
532,5849,1,Normal
533,4709,1,Normal
534,7619,1,Normal
535,9647,1,Normal
536,4072,1,Normal
537,7530,1,Normal
538,1504,1,Normal
539,2214,1,Normal
540,2531,1,Normal
541,8576,1,Normal
542,1823,1,Normal
543,1928,1,Normal
544,6029,1,Normal
545,1133,1,Normal
546,3105,1,Normal
547,4627,1,Normal
548,7316,1,Normal
549,2852,1,Normal
550,5910,1,Normal
551,5175,1,Normal
552,6348,1,Normal
553,7190,1,Normal
554,2256,1,Normal
555,4376,1,Normal
556,6645,1,Normal
557,4486,1,Normal
558,4584,1,Normal
559,9053,1,Normal
560,4330,1,Normal
561,3703,1,Normal
562,9662,1,Normal
563,9120,1,Normal
564,8114,1,Normal
565,2353,1,Normal
566,6063,1,Normal
567,9549,1,Normal
568,8575,1,Normal
569,1667,1,Normal
570,5468,1,Normal
571,7819,1,Normal
572,4719,1,Normal
573,3745,1,Normal
574,8483,1,Normal
575,1539,1,Normal
576,5964,1,Normal
577,5835,1,Normal
578,4775,1,Normal
579,7042,1,Normal
580,8102,1,Normal
581,8312,1,Normal
582,6320,1,Normal
583,7132,1,Normal
584,8891,1,Normal
585,3779,1,Normal
586,1924,1,Normal
587,2581,1,Normal
588,8714,1,Normal
589,4324,1,Normal
590,6713,1,Normal
591,8026,1,Normal
592,1255,1,Normal
593,5804,1,Normal
594,2838,1,Normal
595,1009,1,Normal
596,3871,1,Normal
597,9989,1,Normal
598,8409,1,Normal
599,8418,1,Normal
600,6124,1,Normal
601,2015,1,Normal
602,3193,1,Normal
603,9415,1,Normal
604,8449,1,Normal
605,5158,1,Normal
606,4925,1,Normal
607,7970,1,Normal
608,7938,1,Normal
609,5784,1,Normal
610,5000,1,Normal
611,2633,1,Normal
612,8266,1,Normal
613,9702,1,Normal
614,1384,1,Normal
615,1404,1,Normal
616,9175,-1,Potential Fraud
617,3000,1,Normal
618,6989,1,Normal
619,2460,1,Normal
620,8190,1,Normal
621,8140,1,Normal
622,4636,1,Normal
623,5809,1,Normal
624,5178,1,Normal
625,8245,1,Normal
626,7600,1,Normal
627,6997,1,Normal
628,3048,1,Normal
629,5780,1,Normal
630,1716,1,Normal
631,8939,1,Normal
632,6565,1,Normal
633,5544,1,Normal
634,5976,1,Normal
635,4419,1,Normal
636,8239,1,Normal
637,1249,1,Normal
638,9865,1,Normal
639,1770,1,Normal
640,5363,1,Normal
641,2077,1,Normal
642,9427,1,Normal
643,9580,1,Normal
644,8901,1,Normal
645,5858,1,Normal
646,7544,1,Normal
647,5719,1,Normal
648,3814,1,Normal
649,4374,1,Normal
650,2252,1,Normal
651,7996,1,Normal
652,5673,1,Normal
653,5530,1,Normal
654,7881,1,Normal
655,7949,1,Normal
656,7241,1,Normal
657,9017,1,Normal
658,7941,1,Normal
659,8002,1,Normal
660,2331,1,Normal
661,5261,1,Normal
662,8648,1,Normal
663,6115,1,Normal
664,5637,1,Normal
665,5854,1,Normal
666,4177,-1,Potential Fraud
667,8730,1,Normal
668,3180,1,Normal
669,5892,1,Normal
670,8043,1,Normal
671,1137,1,Normal
672,7327,1,Normal
673,4472,1,Normal
674,6449,1,Normal
675,3832,1,Normal
676,4579,1,Normal
677,6971,1,Normal
678,5164,1,Normal
679,8941,1,Normal
680,6569,1,Normal
681,5300,1,Normal
682,7269,1,Normal
683,4818,1,Normal
684,2906,1,Normal
685,7254,1,Normal
686,1760,1,Normal
687,8830,1,Normal
688,8350,1,Normal
689,7238,1,Normal
690,7090,1,Normal
691,7031,1,Normal
692,8687,1,Normal
693,9472,1,Normal
694,2887,1,Normal
695,4266,1,Normal
696,1666,1,Normal
697,5188,1,Normal
698,1671,-1,Potential Fraud
699,7777,1,Normal
700,8570,1,Normal
701,8956,1,Normal
702,6124,1,Normal
703,6585,1,Normal
704,5777,1,Normal
705,4900,1,Normal
706,7677,1,Normal
707,7981,1,Normal
708,7376,1,Normal
709,1523,1,Normal
710,3393,1,Normal
711,3593,1,Normal
712,8240,1,Normal
713,7937,1,Normal
714,7190,1,Normal
715,6240,1,Normal
716,7493,1,Normal
717,3878,1,Normal
718,5143,1,Normal
719,4644,1,Normal
720,5432,1,Normal
721,2276,1,Normal
722,6811,1,Normal
723,1302,1,Normal
724,1638,1,Normal
725,1055,1,Normal
726,9717,1,Normal
727,9150,1,Normal
728,3125,1,Normal
729,1364,1,Normal
730,7809,1,Normal
731,5621,1,Normal
732,6126,1,Normal
733,6122,-1,Potential Fraud
734,2646,-1,Potential Fraud
735,1918,1,Normal
736,3797,1,Normal
737,7506,1,Normal
738,6870,1,Normal
739,2531,1,Normal
740,9172,1,Normal
741,4345,1,Normal
742,8673,1,Normal
743,7949,1,Normal
744,7882,1,Normal
745,2906,1,Normal
746,4086,1,Normal
747,9152,1,Normal
748,6750,1,Normal
749,9905,1,Normal
750,2062,1,Normal
751,2976,1,Normal
752,2296,1,Normal
753,7229,1,Normal
754,8641,1,Normal
755,1125,1,Normal
756,5632,1,Normal
757,7288,1,Normal
758,4596,1,Normal
759,7168,1,Normal
760,8561,1,Normal
761,9258,1,Normal
762,1232,1,Normal
763,7371,1,Normal
764,5206,1,Normal
765,8943,1,Normal
766,7891,1,Normal
767,7738,1,Normal
768,3472,1,Normal
769,3739,1,Normal
770,6401,1,Normal
771,2761,1,Normal
772,1876,1,Normal
773,4812,1,Normal
774,2460,1,Normal
775,2733,1,Normal
776,2605,1,Normal
777,6622,1,Normal
778,7767,1,Normal
779,7986,1,Normal
780,4517,-1,Potential Fraud
781,4735,1,Normal
782,9434,1,Normal
783,3590,1,Normal
784,2063,1,Normal
785,5324,1,Normal
786,6342,1,Normal
787,1005,1,Normal
788,8489,1,Normal
789,9659,1,Normal
790,9195,1,Normal
791,6966,1,Normal
792,9837,1,Normal
793,1117,1,Normal
794,3551,1,Normal
795,6560,1,Normal
796,5289,1,Normal
797,1846,1,Normal
798,7316,1,Normal
799,7469,1,Normal
800,9915,1,Normal
801,1224,1,Normal
802,5208,1,Normal
803,7283,1,Normal
804,3048,1,Normal
805,7233,1,Normal
806,2828,1,Normal
807,2917,1,Normal
808,5234,1,Normal
809,7988,1,Normal
810,3026,1,Normal
811,4744,1,Normal
812,1009,1,Normal
813,1260,1,Normal
814,7038,1,Normal
815,3219,1,Normal
816,8041,1,Normal
817,3060,1,Normal
818,6287,1,Normal
819,2619,1,Normal
820,9512,1,Normal
821,2342,1,Normal
822,3832,1,Normal
823,3824,1,Normal
824,2994,1,Normal
825,4490,1,Normal
826,8984,1,Normal
827,2604,1,Normal
828,1235,1,Normal
829,2908,1,Normal
830,9567,1,Normal
831,4530,1,Normal
832,6256,1,Normal
833,3635,1,Normal
834,9162,1,Normal
835,3560,1,Normal
836,6415,1,Normal
837,4391,1,Normal
838,6951,1,Normal
839,6468,1,Normal
840,9007,1,Normal
841,7413,1,Normal
842,7941,1,Normal
843,5820,1,Normal
844,3898,1,Normal
845,8546,1,Normal
846,1077,1,Normal
847,8577,1,Normal
848,5227,1,Normal
849,1600,1,Normal
850,2065,1,Normal
851,3136,1,Normal
852,7943,1,Normal
853,8804,1,Normal
854,7565,1,Normal
855,6984,1,Normal
856,6142,1,Normal
857,5670,1,Normal
858,3190,1,Normal
859,3712,1,Normal
860,3192,1,Normal
861,2248,1,Normal
862,5033,1,Normal
863,2997,1,Normal
864,4687,1,Normal
865,5018,1,Normal
866,2970,1,Normal
867,9389,1,Normal
868,6765,1,Normal
869,2202,1,Normal
870,9135,1,Normal
871,6567,1,Normal
872,8667,-1,Potential Fraud
873,6742,1,Normal
874,6788,1,Normal
875,6408,1,Normal
876,9669,1,Normal
877,1922,1,Normal
878,1419,1,Normal
879,3204,1,Normal
880,2120,1,Normal
881,1950,1,Normal
882,3336,1,Normal
883,6373,1,Normal
884,3243,1,Normal
885,3645,1,Normal
886,5612,1,Normal
887,2865,1,Normal
888,7028,1,Normal
889,8326,1,Normal
890,7371,1,Normal
891,7359,1,Normal
892,8863,1,Normal
893,4228,1,Normal
894,4719,1,Normal
895,3371,1,Normal
896,3891,1,Normal
897,4756,1,Normal
898,5225,1,Normal
899,1094,1,Normal
900,3674,1,Normal
901,7898,1,Normal
902,1793,1,Normal
903,3116,1,Normal
904,6779,1,Normal
905,7166,1,Normal
906,1814,1,Normal
907,1345,1,Normal
908,9554,1,Normal
909,3443,1,Normal
910,8783,1,Normal
911,1984,1,Normal
912,8790,1,Normal
913,1827,1,Normal
914,4531,1,Normal
915,8147,-1,Potential Fraud
916,5451,1,Normal
917,4876,1,Normal
918,6959,1,Normal
919,1126,1,Normal
920,4177,1,Normal
921,9795,1,Normal
922,7024,1,Normal
923,6109,1,Normal
924,5146,1,Normal
925,8196,1,Normal
926,4368,1,Normal
927,4797,1,Normal
928,2792,1,Normal
929,6732,1,Normal
930,4476,1,Normal
931,4417,1,Normal
932,2645,1,Normal
933,4030,1,Normal
934,3872,1,Normal
935,4072,1,Normal
936,2854,1,Normal
937,5021,1,Normal
938,5662,1,Normal
939,7514,1,Normal
940,6031,1,Normal
941,3708,1,Normal
942,8112,1,Normal
943,9393,1,Normal
944,4507,1,Normal
945,7456,1,Normal
946,5212,1,Normal
947,8970,1,Normal
948,9766,1,Normal
949,1536,1,Normal
950,2625,1,Normal
951,8973,1,Normal
952,9577,1,Normal
953,9070,1,Normal
954,9666,1,Normal
955,9609,1,Normal
956,7490,1,Normal
957,4600,1,Normal
958,7783,1,Normal
959,5971,1,Normal
960,2205,1,Normal
961,2990,1,Normal
962,6299,1,Normal
963,4572,1,Normal
964,6975,1,Normal
965,7320,1,Normal
966,5380,1,Normal
967,5757,1,Normal
968,3713,1,Normal
969,6588,1,Normal
970,1966,1,Normal
971,5944,1,Normal
972,4432,1,Normal
973,1688,1,Normal
974,5243,1,Normal
975,4701,1,Normal
976,9533,1,Normal
977,6182,1,Normal
978,7704,1,Normal
979,5422,1,Normal
980,2759,1,Normal
981,3482,1,Normal
982,9058,1,Normal
983,1951,1,Normal
984,9914,1,Normal
985,3079,1,Normal
986,3717,1,Normal
987,5524,1,Normal
988,9477,1,Normal
989,8311,1,Normal
990,8186,1,Normal
991,3065,1,Normal
992,1768,1,Normal
993,6490,1,Normal
994,7645,1,Normal
995,6083,1,Normal
996,6232,1,Normal
997,6797,1,Normal
998,5926,1,Normal
999,7016,1,Normal
1000,4335,1,Normal
1001,9038,1,Normal
1002,5873,1,Normal
1003,2481,1,Normal
1004,7305,1,Normal
1005,4451,1,Normal
1006,1054,1,Normal
1007,8643,1,Normal
1008,4462,1,Normal
1009,1832,1,Normal
1010,6954,1,Normal
1011,9519,1,Normal
1012,8221,1,Normal
1013,4310,1,Normal
1014,4300,1,Normal
1015,7722,1,Normal
1016,8218,1,Normal
1017,8776,1,Normal
1018,4675,1,Normal
1019,4054,1,Normal
1020,8970,1,Normal
1021,3143,1,Normal
1022,6207,1,Normal
1023,3538,1,Normal
1024,5547,1,Normal
1025,6619,1,Normal
1026,9356,1,Normal
1027,7612,1,Normal
1028,6005,1,Normal
1029,1822,1,Normal
1030,1943,1,Normal
1031,7150,1,Normal
1032,5425,1,Normal
1033,9966,1,Normal
1034,3198,1,Normal
1035,5242,1,Normal
1036,4695,1,Normal
1037,4452,1,Normal
1038,2308,1,Normal
1039,5177,1,Normal
1040,9705,1,Normal
1041,7852,1,Normal
1042,7035,1,Normal
1043,4594,1,Normal
1044,5841,1,Normal
1045,2409,1,Normal
1046,5566,1,Normal
1047,5491,1,Normal
1048,2555,1,Normal
1049,1804,1,Normal
1050,2279,1,Normal
1051,8083,1,Normal
1052,6986,1,Normal
1053,6619,1,Normal
1054,2387,1,Normal
1055,3679,-1,Potential Fraud
1056,3106,1,Normal
1057,9173,1,Normal
1058,5223,1,Normal
1059,5831,1,Normal
1060,3768,1,Normal
1061,4186,1,Normal
1062,3573,1,Normal
1063,3599,1,Normal
1064,5033,1,Normal
1065,9428,1,Normal
1066,2304,1,Normal
1067,8368,1,Normal
1068,6877,1,Normal
1069,2301,1,Normal
1070,3541,1,Normal
1071,3051,1,Normal
1072,7809,1,Normal
1073,9633,1,Normal
1074,9996,1,Normal
1075,1074,1,Normal
1076,7981,1,Normal
1077,6475,1,Normal
1078,9232,1,Normal
1079,8184,1,Normal
1080,6796,1,Normal
1081,8141,1,Normal
1082,2622,1,Normal
1083,9041,1,Normal
1084,1341,1,Normal
1085,3074,1,Normal
1086,8992,1,Normal
1087,1645,1,Normal
1088,5263,1,Normal
1089,9801,1,Normal
1090,7136,1,Normal
1091,9646,1,Normal
1092,3969,1,Normal
1093,4028,1,Normal
1094,8643,1,Normal
1095,3681,1,Normal
1096,4629,1,Normal
1097,5225,1,Normal
1098,4067,1,Normal
1099,6941,1,Normal
1100,2386,1,Normal
1101,3866,1,Normal
1102,5788,1,Normal
1103,6490,1,Normal
1104,5124,1,Normal
1105,9340,1,Normal
1106,4850,1,Normal
1107,6415,1,Normal
1108,8679,1,Normal
1109,7819,1,Normal
1110,9378,1,Normal
1111,2333,1,Normal
1112,5150,1,Normal
1113,7766,1,Normal
1114,3711,1,Normal
1115,5853,1,Normal
1116,7212,1,Normal
1117,8479,1,Normal
1118,6408,1,Normal
1119,8715,1,Normal
1120,9942,1,Normal
1121,2762,1,Normal
1122,8101,1,Normal
1123,8674,1,Normal
1124,7122,1,Normal
1125,1481,1,Normal
1126,1153,1,Normal
1127,8617,1,Normal
1128,2524,1,Normal
1129,3120,1,Normal
1130,3343,1,Normal
1131,6136,1,Normal
1132,6760,1,Normal
1133,2240,1,Normal
1134,1060,1,Normal
1135,2639,1,Normal
1136,7185,1,Normal
1137,8970,1,Normal
1138,2252,1,Normal
1139,5203,1,Normal
1140,9363,1,Normal
1141,4549,1,Normal
1142,5197,1,Normal
1143,8009,1,Normal
1144,7667,1,Normal
1145,3322,1,Normal
1146,5090,1,Normal
1147,7960,1,Normal
1148,4004,1,Normal
1149,6136,1,Normal
1150,1329,1,Normal
1151,4640,1,Normal
1152,8982,1,Normal
1153,5107,1,Normal
1154,2341,1,Normal
1155,9407,1,Normal
1156,1338,1,Normal
1157,6895,1,Normal
1158,3708,1,Normal
1159,2750,1,Normal
1160,6604,1,Normal
1161,3421,1,Normal
1162,8119,1,Normal
1163,9901,1,Normal
1164,6319,1,Normal
1165,7609,1,Normal
1166,6387,1,Normal
1167,4993,1,Normal
1168,9680,1,Normal
1169,9044,-1,Potential Fraud
1170,9238,1,Normal
1171,5873,1,Normal
1172,5806,1,Normal
1173,9592,1,Normal
1174,6913,1,Normal
1175,8124,1,Normal
1176,4157,1,Normal
1177,1390,1,Normal
1178,5430,1,Normal
1179,9820,1,Normal
1180,8686,1,Normal
1181,5232,1,Normal
1182,9007,1,Normal
1183,2521,1,Normal
1184,2500,1,Normal
1185,7737,1,Normal
1186,4294,1,Normal
1187,6085,1,Normal
1188,3419,1,Normal
1189,4042,1,Normal
1190,5497,1,Normal
1191,2466,1,Normal
1192,4561,1,Normal
1193,1614,1,Normal
1194,6392,1,Normal
1195,8693,1,Normal
1196,4223,1,Normal
1197,8138,1,Normal
1198,3667,1,Normal
1199,8980,1,Normal
1200,1130,1,Normal
1201,3983,1,Normal
1202,5278,1,Normal
1203,8126,1,Normal
1204,9230,1,Normal
1205,8694,1,Normal
1206,7640,1,Normal
1207,6468,1,Normal
1208,1920,1,Normal
1209,8564,1,Normal
1210,9684,1,Normal
1211,9502,1,Normal
1212,9930,1,Normal
1213,4241,1,Normal
1214,1545,1,Normal
1215,5346,1,Normal
1216,4810,1,Normal
1217,8206,1,Normal
1218,3032,1,Normal
1219,9436,1,Normal
1220,1271,1,Normal
1221,4511,1,Normal
1222,2771,1,Normal
1223,5361,1,Normal
1224,8069,1,Normal
1225,1920,1,Normal
1226,9190,1,Normal
1227,4430,1,Normal
1228,5435,1,Normal
1229,4760,1,Normal
1230,3050,1,Normal
1231,2165,1,Normal
1232,9567,1,Normal
1233,3033,1,Normal
1234,7467,1,Normal
